PL_NAME,SPEC_TYPE,BIBCODE,AUTHORS,AUTHORS_UNACCENTED,NUM_DATAPOINTS,INSTRUMENT,FACILITY,MINWAVELNG,MAXWAVELNG,MINTRANMID,MAXTRANMID,NOTE,SPEC_ID,SPEC_PATH,ROW_IDX,ROW_NUM
WASP-48 b,Transmission,2015A&A...577A..54C,Ciceri et al. 2015,Ciceri et al. 2015,4,DLR-MKIII camera,Calar Alto Observatory's 1.2 meter Telescope,0.6469,0.7886,,,,3.11473_3531_3,01/13/32/41/WASP_48_b_3.11473_3531_3.tbl,383,383
WASP-4 b,Emission,2011A&A...530A...5C,Cáceres et al. 2011,Caceres et al. 2011,1,ISAAC,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Melipal (UT3) at Paranal Observatory,2.2,2.2,,,,3.11474_4092_1,40/91/59/43/WASP_4_b_3.11474_4092_1.tbl,384,384
WASP-4 b,Emission,2011ApJ...727...23B,Beerer et al. 2011,Beerer et al. 2011,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1,3.11474_4095_1,79/72/76/16/WASP_4_b_3.11474_4095_1.tbl,385,385
WASP-4 b,Emission,2015MNRAS.454.3002Z,Zhou et al. 2015,Zhou et al. 2015,1,IRIS2,Anglo Australian Telescope,2.159,2.159,,,Table 2,3.11474_4122_1,47/92/99/57/WASP_4_b_3.11474_4122_1.tbl,386,386
WASP-4 b,Emission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Figure 2,3.11474_5219_141,82/74/09/58/WASP_4_b_3.11474_5219_141.tbl,387,387
WASP-4 b,Emission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,,,Figure 2,3.11474_5219_140,60/49/89/28/WASP_4_b_3.11474_5219_140.tbl,388,388
WASP-4 b,Transmission,2013MNRAS.434...46H,Hoyer et al. 2013,Hoyer et al. 2013,3,SOI,4.1m Southern Astrophysical Research (SOAR) Telescope at Cerro Pachon,0.8665,0.8665,2454701.813,2455096.592,,3.11474_4001_1,56/02/67/21/WASP_4_b_3.11474_4001_1.tbl,389,389
WASP-4 b,Transmission,2013MNRAS.434...46H,Hoyer et al. 2013,Hoyer et al. 2013,9,Y4KCam,The Small and Medium Research Telescope System (SMARTS) Yale 1.0m Telescope at Cerro Tololo Inter-American Observatory (CTIO),0.6469,0.8665,2454701.813,2455832.618,,3.11474_4001_2,28/28/22/40/WASP_4_b_3.11474_4001_2.tbl,390,390
WASP-4 b,Transmission,2017AJ....154...95H,Huitson et al. 2017,Huitson et al. 2017,4,GMOS,Association of Universities for Research in Astronomy (AURA) 8.1m Gemini South Telescope at Cerro Pachon,0.525,0.7125,2455844.663,2456924.616,,3.11474_4002_1,97/93/03/06/WASP_4_b_3.11474_4002_1.tbl,391,391
WASP-5 b,Emission,2014A&A...563A..40C,Chen et al. 2014,Chen et al. 2014,2,GROND,European Southern Observatory (ESO)/Max Planck Gesellschaft (MPG) 2.2m Telescope at La Silla Observatory,1.22,2.19,,,eclipse depth taken from Abstract,3.11476_3425_1,24/59/47/17/WASP_5_b_3.11476_3425_1.tbl,392,392
WASP-5 b,Emission,2013ApJ...773..124B,Baskin et al. 2013,Baskin et al. 2013,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,eclipse depth taken from Abstract,3.11476_4110_1,13/53/58/74/WASP_5_b_3.11476_4110_1.tbl,393,393
WASP-5 b,Emission,2015MNRAS.454.3002Z,Zhou et al. 2015,Zhou et al. 2015,1,IRIS2,Anglo Australian Telescope,2.159,2.159,,,Table 2,3.11476_4122_1,83/97/41/15/WASP_5_b_3.11476_4122_1.tbl,394,394
WASP-6 b,Emission,2015ApJ...810..118K,Kammer et al. 2015,Kammer et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 3,3.11477_4121_1,69/25/10/36/WASP_6_b_3.11477_4121_1.tbl,395,395
WASP-6 b,Transmission,2013ApJ...778..184J,Jordán et al. 2013,Jordan et al. 2013,20,IMACS spectrograph,Magellan I Walter Baade Telescope,0.4823,0.8518,,,Table 5,3.11477_3418_1,97/25/19/42/WASP_6_b_3.11477_3418_1.tbl,396,396
WASP-6 b,Transmission,2023ApJS..269...31E,Edwards et al. 2023,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141,3.11477_5286_67,24/18/54/93/WASP_6_b_3.11477_5286_67.tbl,397,397
WASP-6 b,Transmission,2023A&A...677A..51P,Panek et al. 2023,Panek et al. 2023,20,Wide Field Camera 3,Hubble Space Telescope satellite,1.0994,1.6616,,,,3.11477_5295_1,56/96/78/61/WASP_6_b_3.11477_5295_1.tbl,398,398
WASP-8 b,Emission,2013ApJ...768...42C,Cubillos et al. 2013,Cubillos et al. 2013,3,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8,,,,3.11479_4107_1,24/45/76/57/WASP_8_b_3.11479_4107_1.tbl,399,399
XO-1 b,Emission,2008ApJ...684.1427M,Machalek et al. 2008,Machalek et al. 2008,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8,,,Table 2,3.11480_4075_1,85/66/26/05/XO_1_b_3.11480_4075_1.tbl,400,400
XO-1 b,Transmission,2013ApJ...774...95D,Deming et al. 2013,Deming et al. 2013,29,Wide Field Camera 3,Hubble Space Telescope satellite,1.121,1.648,2455834.852,2455834.852,,3.11480_3649_1,62/52/30/64/XO_1_b_3.11480_3649_1.tbl,401,401
XO-1 b,Transmission,2012ApJ...761....7C,Crouzet et al. 2012,Crouzet et al. 2012,15,Near Infrared Camera and Multi-Object Spectrometer,Hubble Space Telescope satellite,1.212,1.772,,,,3.11480_4247_1,15/24/98/93/XO_1_b_3.11480_4247_1.tbl,402,402
XO-2 N b,Emission,2009ApJ...701..514M,Machalek et al. 2009,Machalek et al. 2009,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8,,,Table 1,3.11481_4080_1,32/02/24/21/XO_2_N_b_3.11481_4080_1.tbl,403,403
XO-2 N b,Transmission,2015ApJ...810...11Z,Zellem et al. 2015,Zellem et al. 2015,13,Mont4k CCD,Steward Observatory's 1.5 meter Kuiper Telescope,0.36,0.44,2455931.766,2457061.817,,3.11481_3666_1,14/18/97/21/XO_2_N_b_3.11481_3666_1.tbl,404,404
XO-2 N b,Transmission,2019AJ....157...21P,Pearson et al. 2019,Pearson et al. 2019,60,GMOS,Association of Universities for Research in Astronomy (AURA) 8.1m Frederick C. Gillett Gemini North Telescope at Mauna Kea Observatory,0.3951,0.6316,,,,3.11481_4246_1,89/02/04/94/XO_2_N_b_3.11481_4246_1.tbl,405,405
XO-2 N b,Transmission,2019AJ....157...21P,Pearson et al. 2019,Pearson et al. 2019,86,KOSMOS,National Optical Astronomy Observatory (NOAO) 4m Nicholas U. Mayall Telescope at Kitt Peak National Observatory (KPNO),0.384,0.6558,,,,3.11481_4246_2,19/97/80/05/XO_2_N_b_3.11481_4246_2.tbl,406,406
XO-2 N b,Transmission,2012ApJ...761....7C,Crouzet et al. 2012,Crouzet et al. 2012,15,Near Infrared Camera and Multi-Object Spectrometer,Hubble Space Telescope satellite,1.205,1.765,,,,3.11481_4247_1,81/52/89/98/XO_2_N_b_3.11481_4247_1.tbl,407,407
XO-2 N b,Transmission,2011A&A...527A..73S,Sing et al. 2011,Sing et al. 2011,4,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.6792,0.8839,,,,3.11481_4248_1,33/78/15/76/XO_2_N_b_3.11481_4248_1.tbl,408,408
XO-3 b,Emission,2014ApJ...794..134W,Wong et al. 2014,Wong et al. 2014,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,eclipse depth taken from Abstract,3.11482_3924_1,84/63/41/53/XO_3_b_3.11482_3924_1.tbl,409,409
XO-3 b,Emission,2010ApJ...711..111M,Machalek et al. 2010,Machalek et al. 2010,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8,,,Table 1,3.11482_4085_1,64/33/23/56/XO_3_b_3.11482_4085_1.tbl,410,410
XO-4 b,Emission,2012ApJ...746..111T,Todorov et al. 2012,Todorov et al. 2012,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,"Table 4 (eclip depth), Table 5 (bright temp)",3.11483_3155_1,13/35/29/69/XO_4_b_3.11483_3155_1.tbl,411,411
WASP-78 b,Emission,2020AJ....159..137G,Garhart et al. 2020,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,3.11519_5410_28,11/79/38/06/WASP_78_b_3.11519_5410_28.tbl,412,412
WASP-79 b,Emission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Figure 2,3.11520_5219_149,76/35/83/47/WASP_79_b_3.11520_5219_149.tbl,413,413
WASP-79 b,Emission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,,,Figure 2,3.11520_5219_148,96/29/42/34/WASP_79_b_3.11520_5219_148.tbl,414,414
WASP-79 b,Emission,2021NatAs...5.1224M,Mansfield et al. 2021,Mansfield et al. 2021,14,Wide Field Camera 3,Hubble Space Telescope satellite,1.139,1.64,,,Supplementary Table 5,3.11520_5227_1,64/32/07/13/WASP_79_b_3.11520_5227_1.tbl,415,415
WASP-79 b,Emission,2022AJ....163....7F,Foote et al. 2022,Foote et al. 2022,3,Wide Field Camera 3,Hubble Space Telescope satellite,1.18,1.58,,,Three bins of width 0.20 um.,3.11520_5248_1,25/33/11/09/WASP_79_b_3.11520_5248_1.tbl,416,416
WASP-79 b,Emission,2020AJ....159..137G,Garhart et al. 2020,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,3.11520_5410_29,64/92/53/31/WASP_79_b_3.11520_5410_29.tbl,417,417
WASP-79 b,Transmission,2020AJ....159....5S,Sotzen et al. 2020,Sotzen et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.56,4.5,,,,3.11520_4598_1,99/06/78/29/WASP_79_b_3.11520_4598_1.tbl,418,418
WASP-79 b,Transmission,2020AJ....159....5S,Sotzen et al. 2020,Sotzen et al. 2020,8,LDSS-3C,Magellan II Landon Clay Telescope,0.647,1,,,,3.11520_4598_2,32/60/64/12/WASP_79_b_3.11520_4598_2.tbl,419,419
WASP-79 b,Transmission,2020AJ....159....5S,Sotzen et al. 2020,Sotzen et al. 2020,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.808,0.808,,,,3.11520_4598_3,84/69/66/77/WASP_79_b_3.11520_4598_3.tbl,420,420
WASP-79 b,Transmission,2020AJ....159....5S,Sotzen et al. 2020,Sotzen et al. 2020,15,Wide Field Camera 3,Hubble Space Telescope satellite,1.143,1.632,,,,3.11520_4598_4,49/70/70/95/WASP_79_b_3.11520_4598_4.tbl,421,421
WASP-79 b,Transmission,2020AJ....160..109S,Skaf et al. 2020,Skaf et al. 2020,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,,,Table 4,3.11520_5124_2,30/06/34/05/WASP_79_b_3.11520_5124_2.tbl,422,422
WASP-79 b,Transmission,2023A&A...672A..34G,Gressier et al. 2023,Gressier et al. 2023,6,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.2387,0.2986,,,Table 6,3.11520_5208_1,30/41/53/09/WASP_79_b_3.11520_5208_1.tbl,423,423
WASP-79 b,Transmission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,Figure 2,3.11520_5219_91,69/44/53/73/WASP_79_b_3.11520_5219_91.tbl,424,424
WASP-79 b,Transmission,2021AJ....162..138R,Rathcke et al. 2021,Rathcke et al. 2021,36,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.3397,0.97,,,Table 6,3.11520_5231_1,28/42/36/64/WASP_79_b_3.11520_5231_1.tbl,425,425
KELT-1 b,Emission,2014ApJ...783..112B,Beatty et al. 2014,Beatty et al. 2014,1,Apogee CCD,University of Louisville 0.6m (24inch) Telescope at Moore Observatory,0.905,0.905,,,eclipse depth taken from Abstract,3.11521_4113_1,34/59/31/62/KELT_1_b_3.11521_4113_1.tbl,426,426
KELT-1 b,Emission,2014ApJ...783..112B,Beatty et al. 2014,Beatty et al. 2014,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,eclipse depth taken from Abstract,3.11521_4113_2,96/71/66/88/KELT_1_b_3.11521_4113_2.tbl,427,427
KELT-1 b,Emission,2015ApJ...802...28C,Croll et al. 2015,Croll et al. 2015,1,WIRCam,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2.19,2.19,,,"Table 5, KELT-1 Ks band, Actual Eclipse Depth",3.11521_4119_1,58/34/57/54/KELT_1_b_3.11521_4119_1.tbl,428,428
KELT-1 b,Emission,2017AJ....154..242B,Beatty et al. 2017,Beatty et al. 2017,5,LUCI1,LBT Consortium Large Binocular Telescope (LBT) at Mount Graham International Observatory,1.57,1.73,,,Table 3,3.11521_4126_1,17/50/30/35/KELT_1_b_3.11521_4126_1.tbl,429,429
KELT-1 b,Emission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Figure 2,3.11521_5219_117,30/41/69/30/KELT_1_b_3.11521_5219_117.tbl,430,430
KELT-1 b,Emission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2,3.11521_5219_116,13/56/57/38/KELT_1_b_3.11521_5219_116.tbl,431,431
KELT-1 b,Transmission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2,3.11521_5219_49,56/77/72/65/KELT_1_b_3.11521_5219_49.tbl,432,432
KELT-1 b,Transmission,2023ApJS..269...31E,Edwards et al. 2023,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141,3.11521_5286_50,01/95/59/83/KELT_1_b_3.11521_5286_50.tbl,433,433
KELT-2 A b,Emission,2018AJ....156..133P,Piskorz et al. 2018,Piskorz et al. 2018,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 2,3.11522_4195_1,61/20/18/92/KELT_2_A_b_3.11522_4195_1.tbl,434,434
KELT-2 A b,Emission,2020AJ....159..137G,Garhart et al. 2020,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,3.11522_5410_6,47/91/23/02/KELT_2_A_b_3.11522_5410_6.tbl,435,435
GJ 3470 b,Emission,2019NatAs...3..813B,Benneke et al. 2019,Benneke et al. 2019,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Supplementary Table 3,3.11524_4359_1,60/43/60/96/GJ_3470_b_3.11524_4359_1.tbl,436,436
GJ 3470 b,Transmission,2014MNRAS.443.1810B,Biddle et al. 2014,Biddle et al. 2014,3,CCD-2 Direct Imaging Camera,Lick Observatory's 1m Nickel Telescope,0.9222,0.9222,2456253.973,2456350.735,,3.11524_3413_10,79/09/13/31/GJ_3470_b_3.11524_3413_10.tbl,437,437
GJ 3470 b,Transmission,2014MNRAS.443.1810B,Biddle et al. 2014,Biddle et al. 2014,1,EulerCam,The Swiss Euler 1.2m Telescope,0.9222,0.9222,2455993.714,2455993.714,,3.11524_3413_11,07/17/88/10/GJ_3470_b_3.11524_3413_11.tbl,438,438
GJ 3470 b,Transmission,2014MNRAS.443.1810B,Biddle et al. 2014,Biddle et al. 2014,1,ISLE,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 1.88m Telescope,1.215,1.215,2456247.3,2456247.3,,3.11524_3413_12,73/18/86/45/GJ_3470_b_3.11524_3413_12.tbl,439,439
GJ 3470 b,Transmission,2014MNRAS.443.1810B,Biddle et al. 2014,Biddle et al. 2014,1,Large Monolithic Imager,Lowell Observatory's 4.3-m Discovery Channel Telescope,0.7886,0.7886,2456310.696,2456310.696,,3.11524_3413_9,37/90/72/19/GJ_3470_b_3.11524_3413_9.tbl,440,440
GJ 3470 b,Transmission,2014MNRAS.443.1810B,Biddle et al. 2014,Biddle et al. 2014,1,Mont4K CCD Imager,Steward Observatory's 1.5 meter Kuiper Telescope,0.7886,0.7886,2456340.726,2456340.726,,3.11524_3413_8,82/56/96/89/GJ_3470_b_3.11524_3413_8.tbl,441,441
GJ 3470 b,Transmission,2014MNRAS.443.1810B,Biddle et al. 2014,Biddle et al. 2014,3,SBIG imager,LCOGT 1m telescope at McDonald Observatory,0.6274,0.7695,2456360.745,2456380.765,,3.11524_3413_6,64/74/60/84/GJ_3470_b_3.11524_3413_6.tbl,442,442
GJ 3470 b,Transmission,2014MNRAS.443.1810B,Biddle et al. 2014,Biddle et al. 2014,2,SBIG imager,LCOGT 1m telescope at Cerro Tololo Inter-American Observatory,0.6274,0.87,2456300.686,2456300.686,,3.11524_3413_7,38/30/73/76/GJ_3470_b_3.11524_3413_7.tbl,443,443
GJ 3470 b,Transmission,2014MNRAS.443.1810B,Biddle et al. 2014,Biddle et al. 2014,2,,Large Binocular Telescope Observatory,0.3575,0.9635,2456340.726,2456340.726,,3.11524_3413_1,56/03/48/86/GJ_3470_b_3.11524_3413_1.tbl,444,444
GJ 3470 b,Transmission,2014MNRAS.443.1810B,Biddle et al. 2014,Biddle et al. 2014,3,,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 0.5m Telescope,0.4858,0.7886,2456247.3,2456247.3,,3.11524_3413_2,92/58/04/44/GJ_3470_b_3.11524_3413_2.tbl,445,445
GJ 3470 b,Transmission,2014MNRAS.443.1810B,Biddle et al. 2014,Biddle et al. 2014,1,,Calar Alto observatory's 1.23m Telescope,0.7886,0.7886,2456367.42,2456367.42,,3.11524_3413_5,69/07/41/00/GJ_3470_b_3.11524_3413_5.tbl,446,446
GJ 3470 b,Transmission,2014MNRAS.443.1810B,Biddle et al. 2014,Biddle et al. 2014,1,,Faulkes Telescope North,0.4326,0.4326,2456360.745,2456360.745,,3.11524_3413_4,00/00/58/91/GJ_3470_b_3.11524_3413_4.tbl,447,447
GJ 3470 b,Transmission,2014MNRAS.443.1810B,Biddle et al. 2014,Biddle et al. 2014,2,,La Silla Observatory's 60-cm Trappist Telescope,0.9222,0.9222,2455983.742,2455993.714,,3.11524_3413_3,93/70/66/95/GJ_3470_b_3.11524_3413_3.tbl,448,448
GJ 3470 b,Transmission,2014A&A...570A..89E,Ehrenreich et al. 2014,Ehrenreich et al. 2014,107,Wide Field Camera 3,Hubble Space Telescope satellite,1.153,1.645,,,,3.11524_3569_1,61/55/86/38/GJ_3470_b_3.11524_3569_1.tbl,449,449
GJ 3470 b,Transmission,2013ApJ...770...95F,Fukui et al. 2013,Fukui et al. 2013,1,ISLE,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 1.88m Telescope,1.215,1.215,2456247.3,2456247.3,,3.11524_3570_2,05/10/04/98/GJ_3470_b_3.11524_3570_2.tbl,450,450
GJ 3470 b,Transmission,2013ApJ...770...95F,Fukui et al. 2013,Fukui et al. 2013,3,,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 0.5m Telescope,0.4858,0.7886,2456247.3,2456247.3,,3.11524_3570_1,74/33/69/86/GJ_3470_b_3.11524_3570_1.tbl,451,451
GJ 3470 b,Transmission,2013A&A...559A..33C,Crossfield et al. 2013,Crossfield et al. 2013,6,MOSFIRE,KECK I Telescope,2.11,2.335,2456390.776,2456390.776,,3.11524_3571_1,58/26/65/35/GJ_3470_b_3.11524_3571_1.tbl,452,452
GJ 3470 b,Transmission,2013A&A...559A..32N,Nascimbeni et al. 2013,Nascimbeni et al. 2013,2,LBC,Large Binocular Telescope Observatory,0.3575,0.9635,2456340.726,2456340.726,,3.11524_3572_1,10/68/91/22/GJ_3470_b_3.11524_3572_1.tbl,453,453
GJ 3470 b,Transmission,2015ApJ...814..102D,Dragomir et al. 2015,Dragomir et al. 2015,2,Fairchild CCD486 BI,LCOGT 2m telescope at Siding Springs Observatory,0.49,0.49,2456661.046,2456691.074,,3.11524_3712_1,20/25/03/13/GJ_3470_b_3.11524_3712_1.tbl,454,454
GJ 3470 b,Transmission,2015ApJ...814..102D,Dragomir et al. 2015,Dragomir et al. 2015,1,Fairchild CCD486 BI,LCOGT 2m telescope at Haleakala Observatory,0.49,0.49,2456681.062,2456681.062,,3.11524_3712_3,03/65/03/60/GJ_3470_b_3.11524_3712_3.tbl,455,455
GJ 3470 b,Transmission,2015ApJ...814..102D,Dragomir et al. 2015,Dragomir et al. 2015,2,Mont4k CCD,Steward Observatory's 1.5 meter Kuiper Telescope,0.437,0.545,2456677.728,2456697.747,,3.11524_3712_2,15/64/46/23/GJ_3470_b_3.11524_3712_2.tbl,456,456
GJ 3470 b,Transmission,2015ApJ...814..102D,Dragomir et al. 2015,Dragomir et al. 2015,4,SBIG imager,LCOGT 1m telescope at McDonald Observatory,0.49,0.763,2456370.757,2456717.764,,3.11524_3712_4,82/32/40/45/GJ_3470_b_3.11524_3712_4.tbl,457,457
GJ 3470 b,Transmission,2015ApJ...814..102D,Dragomir et al. 2015,Dragomir et al. 2015,3,SBIG imager,LCOGT 1m telescope at South African Astronomical Observatory,0.763,0.763,2456684.401,2456714.432,,3.11524_3712_5,65/67/67/29/GJ_3470_b_3.11524_3712_5.tbl,458,458
GJ 3470 b,Transmission,2016MNRAS.463.2574A,Awiphan et al. 2016,Awiphan et al. 2016,1,Multiple Instruments,Multiple Observatories,0.6469,0.6469,,,,3.11524_3890_1,40/34/28/83/GJ_3470_b_3.11524_3890_1.tbl,459,459
GJ 3470 b,Transmission,2016MNRAS.463.2574A,Awiphan et al. 2016,Awiphan et al. 2016,4,ULTRASPEC,Thai National Observatory's 2.4m Telescope,0.4858,0.9222,,,,3.11524_3890_2,56/08/42/64/GJ_3470_b_3.11524_3890_2.tbl,460,460
GJ 3470 b,Transmission,2019NatAs...3..813B,Benneke et al. 2019,Benneke et al. 2019,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,,3.11524_4359_3,28/07/07/79/GJ_3470_b_3.11524_4359_3.tbl,461,461
GJ 3470 b,Transmission,2019NatAs...3..813B,Benneke et al. 2019,Benneke et al. 2019,8,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.552,0.895,,,,3.11524_4359_4,02/28/01/25/GJ_3470_b_3.11524_4359_4.tbl,462,462
GJ 3470 b,Transmission,2019NatAs...3..813B,Benneke et al. 2019,Benneke et al. 2019,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.135,1.645,,,,3.11524_4359_2,11/46/54/90/GJ_3470_b_3.11524_4359_2.tbl,463,463
GJ 3470 b,Transmission,2023ApJS..269...31E,Edwards et al. 2023,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141,3.11524_5286_42,52/05/93/12/GJ_3470_b_3.11524_5286_42.tbl,464,464
HAT-P-40 b,Emission,2020AJ....159..137G,Garhart et al. 2020,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,3.11533_5410_4,77/55/58/62/HAT_P_40_b_3.11533_5410_4.tbl,465,465
HAT-P-41 b,Emission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Figure 2,3.11534_5219_107,04/47/39/71/HAT_P_41_b_3.11534_5219_107.tbl,466,466
HAT-P-41 b,Emission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2,3.11534_5219_106,32/42/01/32/HAT_P_41_b_3.11534_5219_106.tbl,467,467
HAT-P-41 b,Emission,2021NatAs...5.1224M,Mansfield et al. 2021,Mansfield et al. 2021,14,Wide Field Camera 3,Hubble Space Telescope satellite,1.139,1.64,,,Supplementary Table 5,3.11534_5227_1,27/71/33/23/HAT_P_41_b_3.11534_5227_1.tbl,468,468
HAT-P-41 b,Emission,2022AJ....163..190F,Fu et al. 2022,Fu et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 2,3.11534_5243_2,75/96/70/83/HAT_P_41_b_3.11534_5243_2.tbl,469,469
HAT-P-41 b,Emission,2022AJ....163..190F,Fu et al. 2022,Fu et al. 2022,15,Wide Field Camera 3,Hubble Space Telescope satellite,1.1137,1.6345,,,Table 2,3.11534_5243_1,79/57/67/41/HAT_P_41_b_3.11534_5243_1.tbl,470,470
HAT-P-41 b,Emission,2020AJ....159..137G,Garhart et al. 2020,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,3.11534_5410_5,90/85/53/40/HAT_P_41_b_3.11534_5410_5.tbl,471,471
HAT-P-41 b,Transmission,2020AJ....159..204W,Wakeford et al. 2020,Wakeford et al. 2020,59,Wide Field Camera 3,Hubble Space Telescope satellite,0.205,0.785,,,,3.11534_4599_1,27/31/89/55/HAT_P_41_b_3.11534_4599_1.tbl,472,472
HAT-P-41 b,Transmission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2,3.11534_5219_42,15/92/11/60/HAT_P_41_b_3.11534_5219_42.tbl,473,473
WASP-49 b,Transmission,2023A&A...675A..62J,Jiang et al. 2023,Jiang et al. 2023,40,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.53,0.92,,,,3.11541_5312_1,74/66/83/30/WASP_49_b_3.11541_5312_1.tbl,474,474
WASP-62 b,Emission,2020AJ....159..137G,Garhart et al. 2020,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,3.11544_5410_20,59/70/18/13/WASP_62_b_3.11544_5410_20.tbl,475,475
WASP-62 b,Transmission,2020AJ....160..109S,Skaf et al. 2020,Skaf et al. 2020,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,,,Table 4,3.11544_5124_3,92/90/60/39/WASP_62_b_3.11544_5124_3.tbl,476,476
WASP-62 b,Transmission,2020AJ....159..137G,Garhart et al. 2020,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 3,3.11544_5410_41,01/82/42/35/WASP_62_b_3.11544_5410_41.tbl,477,477
WASP-63 b,Emission,2020AJ....159..137G,Garhart et al. 2020,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,3.11545_5410_21,18/25/92/42/WASP_63_b_3.11545_5410_21.tbl,478,478
